Chemical	cJMP	Unit	Date	Well	Organism	Dose	Induced	Rep	Time	OD600	Instrument
ampicillin	6	ug/mL	2022-03-19	G2	0	4	TRUE	3	7200	0.091	sunrise
ampicillin	6	ug/mL	2022-03-19	G3	0	4	TRUE	3	7200	0.092	sunrise
ampicillin	6	ug/mL	2022-03-19	G4	5147	4	TRUE	3	7200	0.099	sunrise
ampicillin	6	ug/mL	2022-03-19	G5	5142	4	TRUE	3	7200	0.106	sunrise
ampicillin	6	ug/mL	2022-03-19	G6	5123	4	TRUE	3	7200	0.14	sunrise
ampicillin	6	ug/mL	2022-03-19	G7	5144	4	TRUE	3	7200	0.165	sunrise
ampicillin	6	ug/mL	2022-03-19	G8	5133	4	TRUE	3	7200	0.244	sunrise
ampicillin	6	ug/mL	2022-03-19	G9	5146	4	TRUE	3	7200	0.234	sunrise
ampicillin	6	ug/mL	2022-03-19	G10	0	4	TRUE	3	7200	0.092	sunrise
ampicillin	6	ug/mL	2022-03-19	G11	0	4	TRUE	3	7200	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	G12	0	4	TRUE	3	7200	0.087	sunrise
ampicillin	6	ug/mL	2022-03-19	H1	0	4	TRUE	4	7200	0.094	sunrise
ampicillin	6	ug/mL	2022-03-19	H2	0	4	TRUE	4	7200	0.101	sunrise
ampicillin	6	ug/mL	2022-03-19	H3	0	4	TRUE	4	7200	0.107	sunrise
ampicillin	6	ug/mL	2022-03-19	H4	5147	4	TRUE	4	7200	0.095	sunrise
ampicillin	6	ug/mL	2022-03-19	H5	5142	4	TRUE	4	7200	0.105	sunrise
ampicillin	6	ug/mL	2022-03-19	H6	5123	4	TRUE	4	7200	0.129	sunrise
ampicillin	6	ug/mL	2022-03-19	H7	5144	4	TRUE	4	7200	0.16	sunrise
ampicillin	6	ug/mL	2022-03-19	H8	5133	4	TRUE	4	7200	0.234	sunrise
ampicillin	6	ug/mL	2022-03-19	H9	5146	4	TRUE	4	7200	0.228	sunrise
ampicillin	6	ug/mL	2022-03-19	H10	0	4	TRUE	4	7200	0.094	sunrise
ampicillin	6	ug/mL	2022-03-19	H11	0	4	TRUE	4	7200	0.102	sunrise
ampicillin	6	ug/mL	2022-03-19	H12	0	4	TRUE	4	7200	0.096	sunrise
none	0		2022-03-19	A1	0	0	FALSE	1	8100	0.083	sunrise
none	0		2022-03-19	A2	0	0	FALSE	1	8100	0.085	sunrise
none	0		2022-03-19	A3	0	0	FALSE	1	8100	0.084	sunrise
none	0		2022-03-19	A4	5147	0	FALSE	1	8100	0.266	sunrise
none	0		2022-03-19	A5	5142	0	FALSE	1	8100	0.267	sunrise
none	0		2022-03-19	A6	5123	0	FALSE	1	8100	0.154	sunrise
none	0		2022-03-19	A7	5144	0	FALSE	1	8100	0.192	sunrise
none	0		2022-03-19	A8	5133	0	FALSE	1	8100	0.288	sunrise
none	0		2022-03-19	A9	5146	0	FALSE	1	8100	0.287	sunrise
none	0		2022-03-19	A10	0	0	FALSE	1	8100	0.087	sunrise
none	0		2022-03-19	A11	0	0	FALSE	1	8100	0.088	sunrise
none	0		2022-03-19	A12	0	0	FALSE	1	8100	0.089	sunrise
none	0		2022-03-19	B1	0	0	FALSE	2	8100	0.082	sunrise
none	0		2022-03-19	B2	0	0	FALSE	2	8100	0.083	sunrise
none	0		2022-03-19	B3	0	0	FALSE	2	8100	0.084	sunrise
none	0		2022-03-19	B4	5147	0	FALSE	2	8100	0.256	sunrise
none	0		2022-03-19	B5	5142	0	FALSE	2	8100	0.256	sunrise
none	0		2022-03-19	B6	5123	0	FALSE	2	8100	0.158	sunrise
none	0		2022-03-19	B7	5144	0	FALSE	2	8100	0.197	sunrise
none	0		2022-03-19	B8	5133	0	FALSE	2	8100	0.291	sunrise
none	0		2022-03-19	B9	5146	0	FALSE	2	8100	0.28	sunrise
none	0		2022-03-19	B10	0	0	FALSE	2	8100	0.09	sunrise
none	0		2022-03-19	B11	0	0	FALSE	2	8100	0.088	sunrise
none	0		2022-03-19	B12	0	0	FALSE	2	8100	0.087	sunrise
none	0		2022-03-19	C1	0	0	FALSE	3	8100	0.084	sunrise
none	0		2022-03-19	C2	0	0	FALSE	3	8100	0.084	sunrise
none	0		2022-03-19	C3	0	0	FALSE	3	8100	0.084	sunrise
none	0		2022-03-19	C4	5147	0	FALSE	3	8100	0.256	sunrise
none	0		2022-03-19	C5	5142	0	FALSE	3	8100	0.26	sunrise
none	0		2022-03-19	C6	5123	0	FALSE	3	8100	0.159	sunrise
none	0		2022-03-19	C7	5144	0	FALSE	3	8100	0.197	sunrise
none	0		2022-03-19	C8	5133	0	FALSE	3	8100	0.284	sunrise
none	0		2022-03-19	C9	5146	0	FALSE	3	8100	0.278	sunrise
none	0		2022-03-19	C10	0	0	FALSE	3	8100	0.086	sunrise
none	0		2022-03-19	C11	0	0	FALSE	3	8100	0.087	sunrise
none	0		2022-03-19	C12	0	0	FALSE	3	8100	0.086	sunrise
none	0		2022-03-19	D1	0	0	FALSE	4	8100	0.088	sunrise
none	0		2022-03-19	D2	0	0	FALSE	4	8100	0.088	sunrise
none	0		2022-03-19	D3	0	0	FALSE	4	8100	0.086	sunrise
none	0		2022-03-19	D4	5147	0	FALSE	4	8100	0.259	sunrise
none	0		2022-03-19	D5	5142	0	FALSE	4	8100	0.258	sunrise
none	0		2022-03-19	D6	5123	0	FALSE	4	8100	0.161	sunrise
none	0		2022-03-19	D7	5144	0	FALSE	4	8100	0.197	sunrise
none	0		2022-03-19	D8	5133	0	FALSE	4	8100	0.296	sunrise
none	0		2022-03-19	D9	5146	0	FALSE	4	8100	0.286	sunrise
none	0		2022-03-19	D10	0	0	FALSE	4	8100	0.088	sunrise
none	0		2022-03-19	D11	0	0	FALSE	4	8100	0.09	sunrise
none	0		2022-03-19	D12	0	0	FALSE	4	8100	0.086	sunrise
ampicillin	6	ug/mL	2022-03-19	E1	0	4	TRUE	1	8100	0.087	sunrise
ampicillin	6	ug/mL	2022-03-19	E2	0	4	TRUE	1	8100	0.087	sunrise
ampicillin	6	ug/mL	2022-03-19	E3	0	4	TRUE	1	8100	0.09	sunrise
ampicillin	6	ug/mL	2022-03-19	E4	5147	4	TRUE	1	8100	0.094	sunrise
ampicillin	6	ug/mL	2022-03-19	E5	5142	4	TRUE	1	8100	0.099	sunrise
ampicillin	6	ug/mL	2022-03-19	E6	5123	4	TRUE	1	8100	0.148	sunrise
ampicillin	6	ug/mL	2022-03-19	E7	5144	4	TRUE	1	8100	0.185	sunrise
ampicillin	6	ug/mL	2022-03-19	E8	5133	4	TRUE	1	8100	0.277	sunrise
ampicillin	6	ug/mL	2022-03-19	E9	5146	4	TRUE	1	8100	0.272	sunrise
ampicillin	6	ug/mL	2022-03-19	E10	0	4	TRUE	1	8100	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	E11	0	4	TRUE	1	8100	0.088	sunrise
ampicillin	6	ug/mL	2022-03-19	E12	0	4	TRUE	1	8100	0.088	sunrise
ampicillin	6	ug/mL	2022-03-19	F1	0	4	TRUE	2	8100	0.092	sunrise
ampicillin	6	ug/mL	2022-03-19	F2	0	4	TRUE	2	8100	0.092	sunrise
ampicillin	6	ug/mL	2022-03-19	F3	0	4	TRUE	2	8100	0.09	sunrise
ampicillin	6	ug/mL	2022-03-19	F4	5147	4	TRUE	2	8100	0.096	sunrise
ampicillin	6	ug/mL	2022-03-19	F5	5142	4	TRUE	2	8100	0.099	sunrise
ampicillin	6	ug/mL	2022-03-19	F6	5123	4	TRUE	2	8100	0.146	sunrise
ampicillin	6	ug/mL	2022-03-19	F7	5144	4	TRUE	2	8100	0.18	sunrise
ampicillin	6	ug/mL	2022-03-19	F8	5133	4	TRUE	2	8100	0.261	sunrise
ampicillin	6	ug/mL	2022-03-19	F9	5146	4	TRUE	2	8100	0.254	sunrise
ampicillin	6	ug/mL	2022-03-19	F10	0	4	TRUE	2	8100	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	F11	0	4	TRUE	2	8100	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	F12	0	4	TRUE	2	8100	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	G1	0	4	TRUE	3	8100	0.104	sunrise
ampicillin	6	ug/mL	2022-03-19	G2	0	4	TRUE	3	8100	0.092	sunrise
ampicillin	6	ug/mL	2022-03-19	G3	0	4	TRUE	3	8100	0.093	sunrise
ampicillin	6	ug/mL	2022-03-19	G4	5147	4	TRUE	3	8100	0.098	sunrise
ampicillin	6	ug/mL	2022-03-19	G5	5142	4	TRUE	3	8100	0.106	sunrise
ampicillin	6	ug/mL	2022-03-19	G6	5123	4	TRUE	3	8100	0.152	sunrise
ampicillin	6	ug/mL	2022-03-19	G7	5144	4	TRUE	3	8100	0.186	sunrise
ampicillin	6	ug/mL	2022-03-19	G8	5133	4	TRUE	3	8100	0.312	sunrise
ampicillin	6	ug/mL	2022-03-19	G9	5146	4	TRUE	3	8100	0.298	sunrise
ampicillin	6	ug/mL	2022-03-19	G10	0	4	TRUE	3	8100	0.092	sunrise
ampicillin	6	ug/mL	2022-03-19	G11	0	4	TRUE	3	8100	0.09	sunrise
ampicillin	6	ug/mL	2022-03-19	G12	0	4	TRUE	3	8100	0.088	sunrise
ampicillin	6	ug/mL	2022-03-19	H1	0	4	TRUE	4	8100	0.097	sunrise
ampicillin	6	ug/mL	2022-03-19	H2	0	4	TRUE	4	8100	0.101	sunrise
ampicillin	6	ug/mL	2022-03-19	H3	0	4	TRUE	4	8100	0.109	sunrise
ampicillin	6	ug/mL	2022-03-19	H4	5147	4	TRUE	4	8100	0.094	sunrise
ampicillin	6	ug/mL	2022-03-19	H5	5142	4	TRUE	4	8100	0.106	sunrise
ampicillin	6	ug/mL	2022-03-19	H6	5123	4	TRUE	4	8100	0.141	sunrise
ampicillin	6	ug/mL	2022-03-19	H7	5144	4	TRUE	4	8100	0.177	sunrise
ampicillin	6	ug/mL	2022-03-19	H8	5133	4	TRUE	4	8100	0.273	sunrise
ampicillin	6	ug/mL	2022-03-19	H9	5146	4	TRUE	4	8100	0.263	sunrise
ampicillin	6	ug/mL	2022-03-19	H10	0	4	TRUE	4	8100	0.101	sunrise
ampicillin	6	ug/mL	2022-03-19	H11	0	4	TRUE	4	8100	0.114	sunrise
ampicillin	6	ug/mL	2022-03-19	H12	0	4	TRUE	4	8100	0.104	sunrise
none	0		2022-03-19	A1	0	0	FALSE	1	9000	0.083	sunrise
none	0		2022-03-19	A2	0	0	FALSE	1	9000	0.084	sunrise
none	0		2022-03-19	A3	0	0	FALSE	1	9000	0.083	sunrise
none	0		2022-03-19	A4	5147	0	FALSE	1	9000	0.302	sunrise
none	0		2022-03-19	A5	5142	0	FALSE	1	9000	0.304	sunrise
none	0		2022-03-19	A6	5123	0	FALSE	1	9000	0.177	sunrise
none	0		2022-03-19	A7	5144	0	FALSE	1	9000	0.224	sunrise
none	0		2022-03-19	A8	5133	0	FALSE	1	9000	0.359	sunrise
none	0		2022-03-19	A9	5146	0	FALSE	1	9000	0.36	sunrise
none	0		2022-03-19	A10	0	0	FALSE	1	9000	0.087	sunrise
none	0		2022-03-19	A11	0	0	FALSE	1	9000	0.088	sunrise
none	0		2022-03-19	A12	0	0	FALSE	1	9000	0.088	sunrise
none	0		2022-03-19	B1	0	0	FALSE	2	9000	0.082	sunrise
none	0		2022-03-19	B2	0	0	FALSE	2	9000	0.083	sunrise
none	0		2022-03-19	B3	0	0	FALSE	2	9000	0.083	sunrise
none	0		2022-03-19	B4	5147	0	FALSE	2	9000	0.301	sunrise
none	0		2022-03-19	B5	5142	0	FALSE	2	9000	0.303	sunrise
none	0		2022-03-19	B6	5123	0	FALSE	2	9000	0.184	sunrise
none	0		2022-03-19	B7	5144	0	FALSE	2	9000	0.226	sunrise
none	0		2022-03-19	B8	5133	0	FALSE	2	9000	0.371	sunrise
none	0		2022-03-19	B9	5146	0	FALSE	2	9000	0.353	sunrise
none	0		2022-03-19	B10	0	0	FALSE	2	9000	0.09	sunrise
none	0		2022-03-19	B11	0	0	FALSE	2	9000	0.087	sunrise
none	0		2022-03-19	B12	0	0	FALSE	2	9000	0.086	sunrise
none	0		2022-03-19	C1	0	0	FALSE	3	9000	0.084	sunrise
none	0		2022-03-19	C2	0	0	FALSE	3	9000	0.084	sunrise
none	0		2022-03-19	C3	0	0	FALSE	3	9000	0.083	sunrise
none	0		2022-03-19	C4	5147	0	FALSE	3	9000	0.302	sunrise
none	0		2022-03-19	C5	5142	0	FALSE	3	9000	0.307	sunrise
none	0		2022-03-19	C6	5123	0	FALSE	3	9000	0.183	sunrise
none	0		2022-03-19	C7	5144	0	FALSE	3	9000	0.221	sunrise
none	0		2022-03-19	C8	5133	0	FALSE	3	9000	0.365	sunrise
none	0		2022-03-19	C9	5146	0	FALSE	3	9000	0.359	sunrise
none	0		2022-03-19	C10	0	0	FALSE	3	9000	0.086	sunrise
none	0		2022-03-19	C11	0	0	FALSE	3	9000	0.087	sunrise
none	0		2022-03-19	C12	0	0	FALSE	3	9000	0.086	sunrise
none	0		2022-03-19	D1	0	0	FALSE	4	9000	0.088	sunrise
none	0		2022-03-19	D2	0	0	FALSE	4	9000	0.087	sunrise
none	0		2022-03-19	D3	0	0	FALSE	4	9000	0.086	sunrise
none	0		2022-03-19	D4	5147	0	FALSE	4	9000	0.308	sunrise
none	0		2022-03-19	D5	5142	0	FALSE	4	9000	0.309	sunrise
none	0		2022-03-19	D6	5123	0	FALSE	4	9000	0.188	sunrise
none	0		2022-03-19	D7	5144	0	FALSE	4	9000	0.229	sunrise
none	0		2022-03-19	D8	5133	0	FALSE	4	9000	0.379	sunrise
none	0		2022-03-19	D9	5146	0	FALSE	4	9000	0.364	sunrise
none	0		2022-03-19	D10	0	0	FALSE	4	9000	0.088	sunrise
none	0		2022-03-19	D11	0	0	FALSE	4	9000	0.09	sunrise
none	0		2022-03-19	D12	0	0	FALSE	4	9000	0.086	sunrise
ampicillin	6	ug/mL	2022-03-19	E1	0	4	TRUE	1	9000	0.085	sunrise
ampicillin	6	ug/mL	2022-03-19	E2	0	4	TRUE	1	9000	0.087	sunrise
ampicillin	6	ug/mL	2022-03-19	E3	0	4	TRUE	1	9000	0.088	sunrise
ampicillin	6	ug/mL	2022-03-19	E4	5147	4	TRUE	1	9000	0.094	sunrise
ampicillin	6	ug/mL	2022-03-19	E5	5142	4	TRUE	1	9000	0.101	sunrise
ampicillin	6	ug/mL	2022-03-19	E6	5123	4	TRUE	1	9000	0.162	sunrise
ampicillin	6	ug/mL	2022-03-19	E7	5144	4	TRUE	1	9000	0.217	sunrise
ampicillin	6	ug/mL	2022-03-19	E8	5133	4	TRUE	1	9000	0.317	sunrise
ampicillin	6	ug/mL	2022-03-19	E9	5146	4	TRUE	1	9000	0.316	sunrise
ampicillin	6	ug/mL	2022-03-19	E10	0	4	TRUE	1	9000	0.088	sunrise
ampicillin	6	ug/mL	2022-03-19	E11	0	4	TRUE	1	9000	0.088	sunrise
ampicillin	6	ug/mL	2022-03-19	E12	0	4	TRUE	1	9000	0.088	sunrise
ampicillin	6	ug/mL	2022-03-19	F1	0	4	TRUE	2	9000	0.09	sunrise
ampicillin	6	ug/mL	2022-03-19	F2	0	4	TRUE	2	9000	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	F3	0	4	TRUE	2	9000	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	F4	5147	4	TRUE	2	9000	0.094	sunrise
ampicillin	6	ug/mL	2022-03-19	F5	5142	4	TRUE	2	9000	0.1	sunrise
ampicillin	6	ug/mL	2022-03-19	F6	5123	4	TRUE	2	9000	0.159	sunrise
ampicillin	6	ug/mL	2022-03-19	F7	5144	4	TRUE	2	9000	0.209	sunrise
ampicillin	6	ug/mL	2022-03-19	F8	5133	4	TRUE	2	9000	0.31	sunrise
ampicillin	6	ug/mL	2022-03-19	F9	5146	4	TRUE	2	9000	0.297	sunrise
ampicillin	6	ug/mL	2022-03-19	F10	0	4	TRUE	2	9000	0.088	sunrise
ampicillin	6	ug/mL	2022-03-19	F11	0	4	TRUE	2	9000	0.09	sunrise
ampicillin	6	ug/mL	2022-03-19	F12	0	4	TRUE	2	9000	0.087	sunrise
ampicillin	6	ug/mL	2022-03-19	G1	0	4	TRUE	3	9000	0.102	sunrise
ampicillin	6	ug/mL	2022-03-19	G2	0	4	TRUE	3	9000	0.09	sunrise
ampicillin	6	ug/mL	2022-03-19	G3	0	4	TRUE	3	9000	0.092	sunrise
ampicillin	6	ug/mL	2022-03-19	G4	5147	4	TRUE	3	9000	0.097	sunrise
ampicillin	6	ug/mL	2022-03-19	G5	5142	4	TRUE	3	9000	0.104	sunrise
ampicillin	6	ug/mL	2022-03-19	G6	5123	4	TRUE	3	9000	0.16	sunrise
ampicillin	6	ug/mL	2022-03-19	G7	5144	4	TRUE	3	9000	0.217	sunrise
ampicillin	6	ug/mL	2022-03-19	G8	5133	4	TRUE	3	9000	0.333	sunrise
ampicillin	6	ug/mL	2022-03-19	G9	5146	4	TRUE	3	9000	0.316	sunrise
ampicillin	6	ug/mL	2022-03-19	G10	0	4	TRUE	3	9000	0.09	sunrise
ampicillin	6	ug/mL	2022-03-19	G11	0	4	TRUE	3	9000	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	G12	0	4	TRUE	3	9000	0.087	sunrise
ampicillin	6	ug/mL	2022-03-19	H1	0	4	TRUE	4	9000	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	H2	0	4	TRUE	4	9000	0.096	sunrise
ampicillin	6	ug/mL	2022-03-19	H3	0	4	TRUE	4	9000	0.098	sunrise
ampicillin	6	ug/mL	2022-03-19	H4	5147	4	TRUE	4	9000	0.094	sunrise
ampicillin	6	ug/mL	2022-03-19	H5	5142	4	TRUE	4	9000	0.105	sunrise
ampicillin	6	ug/mL	2022-03-19	H6	5123	4	TRUE	4	9000	0.154	sunrise
ampicillin	6	ug/mL	2022-03-19	H7	5144	4	TRUE	4	9000	0.208	sunrise
ampicillin	6	ug/mL	2022-03-19	H8	5133	4	TRUE	4	9000	0.296	sunrise
ampicillin	6	ug/mL	2022-03-19	H9	5146	4	TRUE	4	9000	0.281	sunrise
ampicillin	6	ug/mL	2022-03-19	H10	0	4	TRUE	4	9000	0.093	sunrise
ampicillin	6	ug/mL	2022-03-19	H11	0	4	TRUE	4	9000	0.095	sunrise
ampicillin	6	ug/mL	2022-03-19	H12	0	4	TRUE	4	9000	0.094	sunrise
none	0		2022-03-19	A1	0	0	FALSE	1	9900	0.083	sunrise
none	0		2022-03-19	A2	0	0	FALSE	1	9900	0.084	sunrise
none	0		2022-03-19	A3	0	0	FALSE	1	9900	0.083	sunrise
none	0		2022-03-19	A4	5147	0	FALSE	1	9900	0.356	sunrise
none	0		2022-03-19	A5	5142	0	FALSE	1	9900	0.357	sunrise
none	0		2022-03-19	A6	5123	0	FALSE	1	9900	0.2	sunrise
none	0		2022-03-19	A7	5144	0	FALSE	1	9900	0.293	sunrise
none	0		2022-03-19	A8	5133	0	FALSE	1	9900	0.454	sunrise
none	0		2022-03-19	A9	5146	0	FALSE	1	9900	0.454	sunrise
none	0		2022-03-19	A10	0	0	FALSE	1	9900	0.087	sunrise
none	0		2022-03-19	A11	0	0	FALSE	1	9900	0.088	sunrise
none	0		2022-03-19	A12	0	0	FALSE	1	9900	0.088	sunrise
none	0		2022-03-19	B1	0	0	FALSE	2	9900	0.082	sunrise
none	0		2022-03-19	B2	0	0	FALSE	2	9900	0.083	sunrise
none	0		2022-03-19	B3	0	0	FALSE	2	9900	0.084	sunrise
none	0		2022-03-19	B4	5147	0	FALSE	2	9900	0.362	sunrise
none	0		2022-03-19	B5	5142	0	FALSE	2	9900	0.355	sunrise
none	0		2022-03-19	B6	5123	0	FALSE	2	9900	0.2	sunrise
none	0		2022-03-19	B7	5144	0	FALSE	2	9900	0.315	sunrise
none	0		2022-03-19	B8	5133	0	FALSE	2	9900	0.479	sunrise
none	0		2022-03-19	B9	5146	0	FALSE	2	9900	0.464	sunrise
none	0		2022-03-19	B10	0	0	FALSE	2	9900	0.091	sunrise
none	0		2022-03-19	B11	0	0	FALSE	2	9900	0.088	sunrise
none	0		2022-03-19	B12	0	0	FALSE	2	9900	0.087	sunrise
none	0		2022-03-19	C1	0	0	FALSE	3	9900	0.084	sunrise
none	0		2022-03-19	C2	0	0	FALSE	3	9900	0.085	sunrise
none	0		2022-03-19	C3	0	0	FALSE	3	9900	0.084	sunrise
none	0		2022-03-19	C4	5147	0	FALSE	3	9900	0.356	sunrise
none	0		2022-03-19	C5	5142	0	FALSE	3	9900	0.36	sunrise
none	0		2022-03-19	C6	5123	0	FALSE	3	9900	0.202	sunrise
none	0		2022-03-19	C7	5144	0	FALSE	3	9900	0.323	sunrise
none	0		2022-03-19	C8	5133	0	FALSE	3	9900	0.465	sunrise
none	0		2022-03-19	C9	5146	0	FALSE	3	9900	0.456	sunrise
none	0		2022-03-19	C10	0	0	FALSE	3	9900	0.086	sunrise
none	0		2022-03-19	C11	0	0	FALSE	3	9900	0.087	sunrise
none	0		2022-03-19	C12	0	0	FALSE	3	9900	0.086	sunrise
none	0		2022-03-19	D1	0	0	FALSE	4	9900	0.088	sunrise
none	0		2022-03-19	D2	0	0	FALSE	4	9900	0.088	sunrise
none	0		2022-03-19	D3	0	0	FALSE	4	9900	0.086	sunrise
none	0		2022-03-19	D4	5147	0	FALSE	4	9900	0.36	sunrise
none	0		2022-03-19	D5	5142	0	FALSE	4	9900	0.36	sunrise
none	0		2022-03-19	D6	5123	0	FALSE	4	9900	0.215	sunrise
none	0		2022-03-19	D7	5144	0	FALSE	4	9900	0.322	sunrise
none	0		2022-03-19	D8	5133	0	FALSE	4	9900	0.48	sunrise
none	0		2022-03-19	D9	5146	0	FALSE	4	9900	0.463	sunrise
none	0		2022-03-19	D10	0	0	FALSE	4	9900	0.088	sunrise
none	0		2022-03-19	D11	0	0	FALSE	4	9900	0.09	sunrise
none	0		2022-03-19	D12	0	0	FALSE	4	9900	0.087	sunrise
ampicillin	6	ug/mL	2022-03-19	E1	0	4	TRUE	1	9900	0.087	sunrise
ampicillin	6	ug/mL	2022-03-19	E2	0	4	TRUE	1	9900	0.087	sunrise
ampicillin	6	ug/mL	2022-03-19	E3	0	4	TRUE	1	9900	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	E4	5147	4	TRUE	1	9900	0.093	sunrise
ampicillin	6	ug/mL	2022-03-19	E5	5142	4	TRUE	1	9900	0.102	sunrise
ampicillin	6	ug/mL	2022-03-19	E6	5123	4	TRUE	1	9900	0.183	sunrise
ampicillin	6	ug/mL	2022-03-19	E7	5144	4	TRUE	1	9900	0.259	sunrise
ampicillin	6	ug/mL	2022-03-19	E8	5133	4	TRUE	1	9900	0.39	sunrise
ampicillin	6	ug/mL	2022-03-19	E9	5146	4	TRUE	1	9900	0.387	sunrise
ampicillin	6	ug/mL	2022-03-19	E10	0	4	TRUE	1	9900	0.088	sunrise
ampicillin	6	ug/mL	2022-03-19	E11	0	4	TRUE	1	9900	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	E12	0	4	TRUE	1	9900	0.088	sunrise
ampicillin	6	ug/mL	2022-03-19	F1	0	4	TRUE	2	9900	0.09	sunrise
ampicillin	6	ug/mL	2022-03-19	F2	0	4	TRUE	2	9900	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	F3	0	4	TRUE	2	9900	0.088	sunrise
ampicillin	6	ug/mL	2022-03-19	F4	5147	4	TRUE	2	9900	0.095	sunrise
ampicillin	6	ug/mL	2022-03-19	F5	5142	4	TRUE	2	9900	0.101	sunrise
ampicillin	6	ug/mL	2022-03-19	F6	5123	4	TRUE	2	9900	0.18	sunrise
ampicillin	6	ug/mL	2022-03-19	F7	5144	4	TRUE	2	9900	0.244	sunrise
ampicillin	6	ug/mL	2022-03-19	F8	5133	4	TRUE	2	9900	0.375	sunrise
ampicillin	6	ug/mL	2022-03-19	F9	5146	4	TRUE	2	9900	0.358	sunrise
ampicillin	6	ug/mL	2022-03-19	F10	0	4	TRUE	2	9900	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	F11	0	4	TRUE	2	9900	0.092	sunrise
ampicillin	6	ug/mL	2022-03-19	F12	0	4	TRUE	2	9900	0.088	sunrise
ampicillin	6	ug/mL	2022-03-19	G1	0	4	TRUE	3	9900	0.101	sunrise
ampicillin	6	ug/mL	2022-03-19	G2	0	4	TRUE	3	9900	0.091	sunrise
ampicillin	6	ug/mL	2022-03-19	G3	0	4	TRUE	3	9900	0.092	sunrise
ampicillin	6	ug/mL	2022-03-19	G4	5147	4	TRUE	3	9900	0.099	sunrise
ampicillin	6	ug/mL	2022-03-19	G5	5142	4	TRUE	3	9900	0.108	sunrise
ampicillin	6	ug/mL	2022-03-19	G6	5123	4	TRUE	3	9900	0.18	sunrise
ampicillin	6	ug/mL	2022-03-19	G7	5144	4	TRUE	3	9900	0.255	sunrise
ampicillin	6	ug/mL	2022-03-19	G8	5133	4	TRUE	3	9900	0.394	sunrise
ampicillin	6	ug/mL	2022-03-19	G9	5146	4	TRUE	3	9900	0.37	sunrise
ampicillin	6	ug/mL	2022-03-19	G10	0	4	TRUE	3	9900	0.091	sunrise
ampicillin	6	ug/mL	2022-03-19	G11	0	4	TRUE	3	9900	0.089	sunrise
ampicillin	6	ug/mL	2022-03-19	G12	0	4	TRUE	3	9900	0.088	sunrise
ampicillin	6	ug/mL	2022-03-19	H1	0	4	TRUE	4	9900	0.091	sunrise
ampicillin	6	ug/mL	2022-03-19	H2	0	4	TRUE	4	9900	0.099	sunrise
ampicillin	6	ug/mL	2022-03-19	H3	0	4	TRUE	4	9900	0.104	sunrise
ampicillin	6	ug/mL	2022-03-19	H4	5147	4	TRUE	4	9900	0.093	sunrise
ampicillin	6	ug/mL	2022-03-19	H5	5142	4	TRUE	4	9900	0.105	sunrise
ampicillin	6	ug/mL	2022-03-19	H6	5123	4	TRUE	4	9900	0.173	sunrise
ampicillin	6	ug/mL	2022-03-19	H7	5144	4	TRUE	4	9900	0.246	sunrise
ampicillin	6	ug/mL	2022-03-19	H8	5133	4	TRUE	4	9900	0.365	sunrise
ampicillin	6	ug/mL	2022-03-19	H9	5146	4	TRUE	4	9900	0.348	sunrise
ampicillin	6	ug/mL	2022-03-19	H10	0	4	TRUE	4	9900	0.096	sunrise
ampicillin	6	ug/mL	2022-03-19	H11	0	4	TRUE	4	9900	0.102	sunrise
ampicillin	6	ug/mL	2022-03-19	H12	0	4	TRUE	4	9900	0.096	sunrise
none	0		2022-03-19	A1	0	0	FALSE	1	10800	0.082	sunrise
none	0		2022-03-19	A2	0	0	FALSE	1	10800	0.084	sunrise
none	0		2022-03-19	A3	0	0	FALSE	1	10800	0.082	sunrise
none	0		2022-03-19	A4	5147	0	FALSE	1	10800	0.407	sunrise
none	0		2022-03-19	A5	5142	0	FALSE	1	10800	0.411	sunrise
none	0		2022-03-19	A6	5123	0	FALSE	1	10800	0.241	sunrise
none	0		2022-03-19	A7	5144	0	FALSE	1	10800	0.373	sunrise
none	0		2022-03-19	A8	5133	0	FALSE	1	10800	0.558	sunrise
none	0		2022-03-19	A9	5146	0	FALSE	1	10800	0.557	sunrise
none	0		2022-03-19	A10	0	0	FALSE	1	10800	0.087	sunrise
none	0		2022-03-19	A11	0	0	FALSE	1	10800	0.087	sunrise
none	0		2022-03-19	A12	0	0	FALSE	1	10800	0.087	sunrise
none	0		2022-03-19	B1	0	0	FALSE	2	10800	0.082	sunrise
none	0		2022-03-19	B2	0	0	FALSE	2	10800	0.083	sunrise
none	0		2022-03-19	B3	0	0	FALSE	2	10800	0.083	sunrise
none	0		2022-03-19	B4	5147	0	FALSE	2	10800	0.415	sunrise
