Chemical	cJMP	Unit	Date	Well	Organism	Media	Dose	Induced	Rep	Time	OD600	Instrument
none	0		2022-03-30	D12	5146	EZ	0	0.01	4	0	0.086	sunrise
none	0		2022-03-30	E1	163	EZ	0	0.1	1	0	0.093	sunrise
none	0		2022-03-30	E2	163	EZ	0	0.1	2	0	0.093	sunrise
none	0		2022-03-30	E3	5142	EZ	0	0.1	1	0	0.093	sunrise
none	0		2022-03-30	E4	5142	EZ	0	0.1	2	0	0.087	sunrise
none	0		2022-03-30	E5	269	EZ	0	0.1	1	0	0.086	sunrise
none	0		2022-03-30	E6	269	EZ	0	0.1	2	0	0.086	sunrise
none	0		2022-03-30	E7	5144	EZ	0	0.1	1	0	0.087	sunrise
none	0		2022-03-30	E8	5144	EZ	0	0.1	2	0	0.087	sunrise
none	0		2022-03-30	E9	241	EZ	0	0.1	1	0	0.091	sunrise
none	0		2022-03-30	E10	241	EZ	0	0.1	2	0	0.09	sunrise
none	0		2022-03-30	E11	5146	EZ	0	0.1	1	0	0.085	sunrise
none	0		2022-03-30	E12	5146	EZ	0	0.1	2	0	0.084	sunrise
none	0		2022-03-30	F1	163	EZ	0	0.1	3	0	0.092	sunrise
none	0		2022-03-30	F2	163	EZ	0	0.1	4	0	0.099	sunrise
none	0		2022-03-30	F3	5142	EZ	0	0.1	3	0	0.088	sunrise
none	0		2022-03-30	F4	5142	EZ	0	0.1	4	0	0.089	sunrise
none	0		2022-03-30	F5	269	EZ	0	0.1	3	0	0.086	sunrise
none	0		2022-03-30	F6	269	EZ	0	0.1	4	0	0.137	sunrise
none	0		2022-03-30	F7	5144	EZ	0	0.1	3	0	0.087	sunrise
none	0		2022-03-30	F8	5144	EZ	0	0.1	4	0	0.09	sunrise
none	0		2022-03-30	F9	241	EZ	0	0.1	3	0	0.091	sunrise
none	0		2022-03-30	F10	241	EZ	0	0.1	4	0	0.092	sunrise
none	0		2022-03-30	F11	5146	EZ	0	0.1	3	0	0.085	sunrise
none	0		2022-03-30	F12	5146	EZ	0	0.1	4	0	0.085	sunrise
none	0		2022-03-30	G1	163	EZ	0	1	1	0	0.095	sunrise
none	0		2022-03-30	G2	163	EZ	0	1	2	0	0.093	sunrise
none	0		2022-03-30	G3	5142	EZ	0	1	1	0	0.089	sunrise
none	0		2022-03-30	G4	5142	EZ	0	1	2	0	0.088	sunrise
none	0		2022-03-30	G5	269	EZ	0	1	1	0	0.088	sunrise
none	0		2022-03-30	G6	269	EZ	0	1	2	0	0.087	sunrise
none	0		2022-03-30	G7	5144	EZ	0	1	1	0	0.088	sunrise
none	0		2022-03-30	G8	5144	EZ	0	1	2	0	0.09	sunrise
none	0		2022-03-30	G9	241	EZ	0	1	1	0	0.091	sunrise
none	0		2022-03-30	G10	241	EZ	0	1	2	0	0.091	sunrise
none	0		2022-03-30	G11	5146	EZ	0	1	1	0	0.085	sunrise
none	0		2022-03-30	G12	5146	EZ	0	1	2	0	0.085	sunrise
none	0		2022-03-30	H1	163	EZ	0	1	3	0	0.094	sunrise
none	0		2022-03-30	H2	163	EZ	0	1	4	0	0.095	sunrise
none	0		2022-03-30	H3	5142	EZ	0	1	3	0	0.091	sunrise
none	0		2022-03-30	H4	5142	EZ	0	1	4	0	0.09	sunrise
none	0		2022-03-30	H5	269	EZ	0	1	3	0	0.09	sunrise
none	0		2022-03-30	H6	269	EZ	0	1	4	0	0.088	sunrise
none	0		2022-03-30	H7	5144	EZ	0	1	3	0	0.093	sunrise
none	0		2022-03-30	H8	5144	EZ	0	1	4	0	0.093	sunrise
none	0		2022-03-30	H9	241	EZ	0	1	3	0	0.092	sunrise
none	0		2022-03-30	H10	241	EZ	0	1	4	0	0.093	sunrise
none	0		2022-03-30	H11	5146	EZ	0	1	3	0	0.085	sunrise
none	0		2022-03-30	H12	5146	EZ	0	1	4	0	0.087	sunrise
none	0		2022-03-30	A1	163	EZ	0	0	1	900	0.096	sunrise
none	0		2022-03-30	A2	163	EZ	0	0	2	900	0.096	sunrise
none	0		2022-03-30	A3	5142	EZ	0	0	1	900	0.09	sunrise
none	0		2022-03-30	A4	5142	EZ	0	0	2	900	0.09	sunrise
none	0		2022-03-30	A5	269	EZ	0	0	1	900	0.088	sunrise
none	0		2022-03-30	A6	269	EZ	0	0	2	900	0.087	sunrise
none	0		2022-03-30	A7	5144	EZ	0	0	1	900	0.088	sunrise
none	0		2022-03-30	A8	5144	EZ	0	0	2	900	0.087	sunrise
none	0		2022-03-30	A9	241	EZ	0	0	1	900	0.089	sunrise
none	0		2022-03-30	A10	241	EZ	0	0	2	900	0.09	sunrise
none	0		2022-03-30	A11	5146	EZ	0	0	1	900	0.085	sunrise
none	0		2022-03-30	A12	5146	EZ	0	0	2	900	0.085	sunrise
none	0		2022-03-30	B1	163	EZ	0	0	3	900	0.096	sunrise
none	0		2022-03-30	B2	163	EZ	0	0	4	900	0.095	sunrise
none	0		2022-03-30	B3	5142	EZ	0	0	3	900	0.09	sunrise
none	0		2022-03-30	B4	5142	EZ	0	0	4	900	0.09	sunrise
none	0		2022-03-30	B5	269	EZ	0	0	3	900	0.088	sunrise
none	0		2022-03-30	B6	269	EZ	0	0	4	900	0.086	sunrise
none	0		2022-03-30	B7	5144	EZ	0	0	3	900	0.087	sunrise
none	0		2022-03-30	B8	5144	EZ	0	0	4	900	0.089	sunrise
none	0		2022-03-30	B9	241	EZ	0	0	3	900	0.09	sunrise
none	0		2022-03-30	B10	241	EZ	0	0	4	900	0.09	sunrise
none	0		2022-03-30	B11	5146	EZ	0	0	3	900	0.085	sunrise
none	0		2022-03-30	B12	5146	EZ	0	0	4	900	0.085	sunrise
none	0		2022-03-30	C1	163	EZ	0	0.01	1	900	0.096	sunrise
none	0		2022-03-30	C2	163	EZ	0	0.01	2	900	0.097	sunrise
none	0		2022-03-30	C3	5142	EZ	0	0.01	1	900	0.091	sunrise
none	0		2022-03-30	C4	5142	EZ	0	0.01	2	900	0.089	sunrise
none	0		2022-03-30	C5	269	EZ	0	0.01	1	900	0.087	sunrise
none	0		2022-03-30	C6	269	EZ	0	0.01	2	900	0.086	sunrise
none	0		2022-03-30	C7	5144	EZ	0	0.01	1	900	0.087	sunrise
none	0		2022-03-30	C8	5144	EZ	0	0.01	2	900	0.087	sunrise
none	0		2022-03-30	C9	241	EZ	0	0.01	1	900	0.091	sunrise
none	0		2022-03-30	C10	241	EZ	0	0.01	2	900	0.091	sunrise
none	0		2022-03-30	C11	5146	EZ	0	0.01	1	900	0.09	sunrise
none	0		2022-03-30	C12	5146	EZ	0	0.01	2	900	0.085	sunrise
none	0		2022-03-30	D1	163	EZ	0	0.01	3	900	0.096	sunrise
none	0		2022-03-30	D2	163	EZ	0	0.01	4	900	0.096	sunrise
none	0		2022-03-30	D3	5142	EZ	0	0.01	3	900	0.089	sunrise
none	0		2022-03-30	D4	5142	EZ	0	0.01	4	900	0.089	sunrise
none	0		2022-03-30	D5	269	EZ	0	0.01	3	900	0.087	sunrise
none	0		2022-03-30	D6	269	EZ	0	0.01	4	900	0.085	sunrise
none	0		2022-03-30	D7	5144	EZ	0	0.01	3	900	0.092	sunrise
none	0		2022-03-30	D8	5144	EZ	0	0.01	4	900	0.087	sunrise
none	0		2022-03-30	D9	241	EZ	0	0.01	3	900	0.091	sunrise
none	0		2022-03-30	D10	241	EZ	0	0.01	4	900	0.091	sunrise
none	0		2022-03-30	D11	5146	EZ	0	0.01	3	900	0.085	sunrise
none	0		2022-03-30	D12	5146	EZ	0	0.01	4	900	0.086	sunrise
none	0		2022-03-30	E1	163	EZ	0	0.1	1	900	0.096	sunrise
none	0		2022-03-30	E2	163	EZ	0	0.1	2	900	0.096	sunrise
none	0		2022-03-30	E3	5142	EZ	0	0.1	1	900	0.093	sunrise
none	0		2022-03-30	E4	5142	EZ	0	0.1	2	900	0.089	sunrise
none	0		2022-03-30	E5	269	EZ	0	0.1	1	900	0.087	sunrise
none	0		2022-03-30	E6	269	EZ	0	0.1	2	900	0.087	sunrise
none	0		2022-03-30	E7	5144	EZ	0	0.1	1	900	0.087	sunrise
none	0		2022-03-30	E8	5144	EZ	0	0.1	2	900	0.087	sunrise
none	0		2022-03-30	E9	241	EZ	0	0.1	1	900	0.092	sunrise
none	0		2022-03-30	E10	241	EZ	0	0.1	2	900	0.091	sunrise
none	0		2022-03-30	E11	5146	EZ	0	0.1	1	900	0.086	sunrise
none	0		2022-03-30	E12	5146	EZ	0	0.1	2	900	0.085	sunrise
none	0		2022-03-30	F1	163	EZ	0	0.1	3	900	0.095	sunrise
none	0		2022-03-30	F2	163	EZ	0	0.1	4	900	0.101	sunrise
none	0		2022-03-30	F3	5142	EZ	0	0.1	3	900	0.089	sunrise
none	0		2022-03-30	F4	5142	EZ	0	0.1	4	900	0.09	sunrise
none	0		2022-03-30	F5	269	EZ	0	0.1	3	900	0.087	sunrise
none	0		2022-03-30	F6	269	EZ	0	0.1	4	900	0.146	sunrise
none	0		2022-03-30	F7	5144	EZ	0	0.1	3	900	0.088	sunrise
none	0		2022-03-30	F8	5144	EZ	0	0.1	4	900	0.092	sunrise
none	0		2022-03-30	F9	241	EZ	0	0.1	3	900	0.092	sunrise
none	0		2022-03-30	F10	241	EZ	0	0.1	4	900	0.093	sunrise
none	0		2022-03-30	F11	5146	EZ	0	0.1	3	900	0.085	sunrise
none	0		2022-03-30	F12	5146	EZ	0	0.1	4	900	0.085	sunrise
none	0		2022-03-30	G1	163	EZ	0	1	1	900	0.098	sunrise
none	0		2022-03-30	G2	163	EZ	0	1	2	900	0.096	sunrise
none	0		2022-03-30	G3	5142	EZ	0	1	1	900	0.091	sunrise
none	0		2022-03-30	G4	5142	EZ	0	1	2	900	0.09	sunrise
none	0		2022-03-30	G5	269	EZ	0	1	1	900	0.089	sunrise
none	0		2022-03-30	G6	269	EZ	0	1	2	900	0.088	sunrise
none	0		2022-03-30	G7	5144	EZ	0	1	1	900	0.089	sunrise
none	0		2022-03-30	G8	5144	EZ	0	1	2	900	0.09	sunrise
none	0		2022-03-30	G9	241	EZ	0	1	1	900	0.092	sunrise
none	0		2022-03-30	G10	241	EZ	0	1	2	900	0.092	sunrise
none	0		2022-03-30	G11	5146	EZ	0	1	1	900	0.085	sunrise
none	0		2022-03-30	G12	5146	EZ	0	1	2	900	0.085	sunrise
none	0		2022-03-30	H1	163	EZ	0	1	3	900	0.098	sunrise
none	0		2022-03-30	H2	163	EZ	0	1	4	900	0.101	sunrise
none	0		2022-03-30	H3	5142	EZ	0	1	3	900	0.096	sunrise
none	0		2022-03-30	H4	5142	EZ	0	1	4	900	0.096	sunrise
none	0		2022-03-30	H5	269	EZ	0	1	3	900	0.096	sunrise
none	0		2022-03-30	H6	269	EZ	0	1	4	900	0.092	sunrise
none	0		2022-03-30	H7	5144	EZ	0	1	3	900	0.094	sunrise
none	0		2022-03-30	H8	5144	EZ	0	1	4	900	0.096	sunrise
none	0		2022-03-30	H9	241	EZ	0	1	3	900	0.095	sunrise
none	0		2022-03-30	H10	241	EZ	0	1	4	900	0.095	sunrise
none	0		2022-03-30	H11	5146	EZ	0	1	3	900	0.088	sunrise
none	0		2022-03-30	H12	5146	EZ	0	1	4	900	0.09	sunrise
none	0		2022-03-30	A1	163	EZ	0	0	1	1801	0.102	sunrise
none	0		2022-03-30	A2	163	EZ	0	0	2	1801	0.103	sunrise
none	0		2022-03-30	A3	5142	EZ	0	0	1	1801	0.093	sunrise
none	0		2022-03-30	A4	5142	EZ	0	0	2	1801	0.093	sunrise
none	0		2022-03-30	A5	269	EZ	0	0	1	1801	0.089	sunrise
none	0		2022-03-30	A6	269	EZ	0	0	2	1801	0.088	sunrise
none	0		2022-03-30	A7	5144	EZ	0	0	1	1801	0.089	sunrise
none	0		2022-03-30	A8	5144	EZ	0	0	2	1801	0.089	sunrise
none	0		2022-03-30	A9	241	EZ	0	0	1	1801	0.091	sunrise
none	0		2022-03-30	A10	241	EZ	0	0	2	1801	0.092	sunrise
none	0		2022-03-30	A11	5146	EZ	0	0	1	1801	0.085	sunrise
none	0		2022-03-30	A12	5146	EZ	0	0	2	1801	0.086	sunrise
none	0		2022-03-30	B1	163	EZ	0	0	3	1801	0.101	sunrise
none	0		2022-03-30	B2	163	EZ	0	0	4	1801	0.102	sunrise
none	0		2022-03-30	B3	5142	EZ	0	0	3	1801	0.092	sunrise
none	0		2022-03-30	B4	5142	EZ	0	0	4	1801	0.093	sunrise
none	0		2022-03-30	B5	269	EZ	0	0	3	1801	0.088	sunrise
none	0		2022-03-30	B6	269	EZ	0	0	4	1801	0.087	sunrise
none	0		2022-03-30	B7	5144	EZ	0	0	3	1801	0.088	sunrise
none	0		2022-03-30	B8	5144	EZ	0	0	4	1801	0.09	sunrise
none	0		2022-03-30	B9	241	EZ	0	0	3	1801	0.092	sunrise
none	0		2022-03-30	B10	241	EZ	0	0	4	1801	0.091	sunrise
none	0		2022-03-30	B11	5146	EZ	0	0	3	1801	0.086	sunrise
none	0		2022-03-30	B12	5146	EZ	0	0	4	1801	0.086	sunrise
none	0		2022-03-30	C1	163	EZ	0	0.01	1	1801	0.102	sunrise
none	0		2022-03-30	C2	163	EZ	0	0.01	2	1801	0.103	sunrise
none	0		2022-03-30	C3	5142	EZ	0	0.01	1	1801	0.093	sunrise
none	0		2022-03-30	C4	5142	EZ	0	0.01	2	1801	0.092	sunrise
none	0		2022-03-30	C5	269	EZ	0	0.01	1	1801	0.089	sunrise
none	0		2022-03-30	C6	269	EZ	0	0.01	2	1801	0.087	sunrise
none	0		2022-03-30	C7	5144	EZ	0	0.01	1	1801	0.088	sunrise
none	0		2022-03-30	C8	5144	EZ	0	0.01	2	1801	0.088	sunrise
none	0		2022-03-30	C9	241	EZ	0	0.01	1	1801	0.092	sunrise
none	0		2022-03-30	C10	241	EZ	0	0.01	2	1801	0.092	sunrise
none	0		2022-03-30	C11	5146	EZ	0	0.01	1	1801	0.094	sunrise
none	0		2022-03-30	C12	5146	EZ	0	0.01	2	1801	0.086	sunrise
none	0		2022-03-30	D1	163	EZ	0	0.01	3	1801	0.103	sunrise
none	0		2022-03-30	D2	163	EZ	0	0.01	4	1801	0.103	sunrise
none	0		2022-03-30	D3	5142	EZ	0	0.01	3	1801	0.093	sunrise
none	0		2022-03-30	D4	5142	EZ	0	0.01	4	1801	0.092	sunrise
none	0		2022-03-30	D5	269	EZ	0	0.01	3	1801	0.089	sunrise
none	0		2022-03-30	D6	269	EZ	0	0.01	4	1801	0.087	sunrise
none	0		2022-03-30	D7	5144	EZ	0	0.01	3	1801	0.092	sunrise
none	0		2022-03-30	D8	5144	EZ	0	0.01	4	1801	0.089	sunrise
none	0		2022-03-30	D9	241	EZ	0	0.01	3	1801	0.093	sunrise
none	0		2022-03-30	D10	241	EZ	0	0.01	4	1801	0.092	sunrise
none	0		2022-03-30	D11	5146	EZ	0	0.01	3	1801	0.086	sunrise
none	0		2022-03-30	D12	5146	EZ	0	0.01	4	1801	0.087	sunrise
none	0		2022-03-30	E1	163	EZ	0	0.1	1	1801	0.102	sunrise
none	0		2022-03-30	E2	163	EZ	0	0.1	2	1801	0.102	sunrise
none	0		2022-03-30	E3	5142	EZ	0	0.1	1	1801	0.096	sunrise
none	0		2022-03-30	E4	5142	EZ	0	0.1	2	1801	0.092	sunrise
none	0		2022-03-30	E5	269	EZ	0	0.1	1	1801	0.087	sunrise
none	0		2022-03-30	E6	269	EZ	0	0.1	2	1801	0.088	sunrise
none	0		2022-03-30	E7	5144	EZ	0	0.1	1	1801	0.088	sunrise
none	0		2022-03-30	E8	5144	EZ	0	0.1	2	1801	0.088	sunrise
none	0		2022-03-30	E9	241	EZ	0	0.1	1	1801	0.094	sunrise
none	0		2022-03-30	E10	241	EZ	0	0.1	2	1801	0.092	sunrise
none	0		2022-03-30	E11	5146	EZ	0	0.1	1	1801	0.087	sunrise
none	0		2022-03-30	E12	5146	EZ	0	0.1	2	1801	0.086	sunrise
none	0		2022-03-30	F1	163	EZ	0	0.1	3	1801	0.101	sunrise
none	0		2022-03-30	F2	163	EZ	0	0.1	4	1801	0.107	sunrise
none	0		2022-03-30	F3	5142	EZ	0	0.1	3	1801	0.093	sunrise
none	0		2022-03-30	F4	5142	EZ	0	0.1	4	1801	0.093	sunrise
none	0		2022-03-30	F5	269	EZ	0	0.1	3	1801	0.088	sunrise
none	0		2022-03-30	F6	269	EZ	0	0.1	4	1801	0.164	sunrise
none	0		2022-03-30	F7	5144	EZ	0	0.1	3	1801	0.089	sunrise
none	0		2022-03-30	F8	5144	EZ	0	0.1	4	1801	0.096	sunrise
none	0		2022-03-30	F9	241	EZ	0	0.1	3	1801	0.093	sunrise
none	0		2022-03-30	F10	241	EZ	0	0.1	4	1801	0.094	sunrise
none	0		2022-03-30	F11	5146	EZ	0	0.1	3	1801	0.087	sunrise
none	0		2022-03-30	F12	5146	EZ	0	0.1	4	1801	0.086	sunrise
none	0		2022-03-30	G1	163	EZ	0	1	1	1801	0.106	sunrise
none	0		2022-03-30	G2	163	EZ	0	1	2	1801	0.103	sunrise
none	0		2022-03-30	G3	5142	EZ	0	1	1	1801	0.095	sunrise
none	0		2022-03-30	G4	5142	EZ	0	1	2	1801	0.094	sunrise
none	0		2022-03-30	G5	269	EZ	0	1	1	1801	0.092	sunrise
none	0		2022-03-30	G6	269	EZ	0	1	2	1801	0.089	sunrise
none	0		2022-03-30	G7	5144	EZ	0	1	1	1801	0.09	sunrise
none	0		2022-03-30	G8	5144	EZ	0	1	2	1801	0.091	sunrise
none	0		2022-03-30	G9	241	EZ	0	1	1	1801	0.093	sunrise
none	0		2022-03-30	G10	241	EZ	0	1	2	1801	0.094	sunrise
none	0		2022-03-30	G11	5146	EZ	0	1	1	1801	0.087	sunrise
none	0		2022-03-30	G12	5146	EZ	0	1	2	1801	0.087	sunrise
none	0		2022-03-30	H1	163	EZ	0	1	3	1801	0.104	sunrise
none	0		2022-03-30	H2	163	EZ	0	1	4	1801	0.104	sunrise
none	0		2022-03-30	H3	5142	EZ	0	1	3	1801	0.096	sunrise
none	0		2022-03-30	H4	5142	EZ	0	1	4	1801	0.097	sunrise
none	0		2022-03-30	H5	269	EZ	0	1	3	1801	0.095	sunrise
none	0		2022-03-30	H6	269	EZ	0	1	4	1801	0.092	sunrise
none	0		2022-03-30	H7	5144	EZ	0	1	3	1801	0.099	sunrise
none	0		2022-03-30	H8	5144	EZ	0	1	4	1801	0.101	sunrise
none	0		2022-03-30	H9	241	EZ	0	1	3	1801	0.102	sunrise
none	0		2022-03-30	H10	241	EZ	0	1	4	1801	0.1	sunrise
none	0		2022-03-30	H11	5146	EZ	0	1	3	1801	0.096	sunrise
none	0		2022-03-30	H12	5146	EZ	0	1	4	1801	0.096	sunrise
none	0		2022-03-30	A1	163	EZ	0	0	1	2700	0.111	sunrise
none	0		2022-03-30	A2	163	EZ	0	0	2	2700	0.112	sunrise
none	0		2022-03-30	A3	5142	EZ	0	0	1	2700	0.098	sunrise
none	0		2022-03-30	A4	5142	EZ	0	0	2	2700	0.097	sunrise
none	0		2022-03-30	A5	269	EZ	0	0	1	2700	0.091	sunrise
none	0		2022-03-30	A6	269	EZ	0	0	2	2700	0.09	sunrise
none	0		2022-03-30	A7	5144	EZ	0	0	1	2700	0.09	sunrise
none	0		2022-03-30	A8	5144	EZ	0	0	2	2700	0.09	sunrise
none	0		2022-03-30	A9	241	EZ	0	0	1	2700	0.092	sunrise
none	0		2022-03-30	A10	241	EZ	0	0	2	2700	0.093	sunrise
none	0		2022-03-30	A11	5146	EZ	0	0	1	2700	0.086	sunrise
none	0		2022-03-30	A12	5146	EZ	0	0	2	2700	0.086	sunrise
none	0		2022-03-30	B1	163	EZ	0	0	3	2700	0.109	sunrise
none	0		2022-03-30	B2	163	EZ	0	0	4	2700	0.111	sunrise
none	0		2022-03-30	B3	5142	EZ	0	0	3	2700	0.097	sunrise
none	0		2022-03-30	B4	5142	EZ	0	0	4	2700	0.097	sunrise
none	0		2022-03-30	B5	269	EZ	0	0	3	2700	0.09	sunrise
none	0		2022-03-30	B6	269	EZ	0	0	4	2700	0.089	sunrise
none	0		2022-03-30	B7	5144	EZ	0	0	3	2700	0.09	sunrise
none	0		2022-03-30	B8	5144	EZ	0	0	4	2700	0.091	sunrise
none	0		2022-03-30	B9	241	EZ	0	0	3	2700	0.093	sunrise
none	0		2022-03-30	B10	241	EZ	0	0	4	2700	0.092	sunrise
none	0		2022-03-30	B11	5146	EZ	0	0	3	2700	0.086	sunrise
none	0		2022-03-30	B12	5146	EZ	0	0	4	2700	0.087	sunrise
none	0		2022-03-30	C1	163	EZ	0	0.01	1	2700	0.111	sunrise
none	0		2022-03-30	C2	163	EZ	0	0.01	2	2700	0.111	sunrise
none	0		2022-03-30	C3	5142	EZ	0	0.01	1	2700	0.098	sunrise
none	0		2022-03-30	C4	5142	EZ	0	0.01	2	2700	0.096	sunrise
none	0		2022-03-30	C5	269	EZ	0	0.01	1	2700	0.09	sunrise
none	0		2022-03-30	C6	269	EZ	0	0.01	2	2700	0.089	sunrise
none	0		2022-03-30	C7	5144	EZ	0	0.01	1	2700	0.09	sunrise
none	0		2022-03-30	C8	5144	EZ	0	0.01	2	2700	0.09	sunrise
none	0		2022-03-30	C9	241	EZ	0	0.01	1	2700	0.094	sunrise
none	0		2022-03-30	C10	241	EZ	0	0.01	2	2700	0.093	sunrise
none	0		2022-03-30	C11	5146	EZ	0	0.01	1	2700	0.096	sunrise
none	0		2022-03-30	C12	5146	EZ	0	0.01	2	2700	0.086	sunrise
none	0		2022-03-30	D1	163	EZ	0	0.01	3	2700	0.112	sunrise
none	0		2022-03-30	D2	163	EZ	0	0.01	4	2700	0.111	sunrise
none	0		2022-03-30	D3	5142	EZ	0	0.01	3	2700	0.097	sunrise
none	0		2022-03-30	D4	5142	EZ	0	0.01	4	2700	0.096	sunrise
none	0		2022-03-30	D5	269	EZ	0	0.01	3	2700	0.09	sunrise
none	0		2022-03-30	D6	269	EZ	0	0.01	4	2700	0.089	sunrise
none	0		2022-03-30	D7	5144	EZ	0	0.01	3	2700	0.094	sunrise
none	0		2022-03-30	D8	5144	EZ	0	0.01	4	2700	0.09	sunrise
none	0		2022-03-30	D9	241	EZ	0	0.01	3	2700	0.094	sunrise
none	0		2022-03-30	D10	241	EZ	0	0.01	4	2700	0.094	sunrise
none	0		2022-03-30	D11	5146	EZ	0	0.01	3	2700	0.087	sunrise
none	0		2022-03-30	D12	5146	EZ	0	0.01	4	2700	0.088	sunrise
none	0		2022-03-30	E1	163	EZ	0	0.1	1	2700	0.111	sunrise
none	0		2022-03-30	E2	163	EZ	0	0.1	2	2700	0.111	sunrise
none	0		2022-03-30	E3	5142	EZ	0	0.1	1	2700	0.101	sunrise
none	0		2022-03-30	E4	5142	EZ	0	0.1	2	2700	0.097	sunrise
none	0		2022-03-30	E5	269	EZ	0	0.1	1	2700	0.09	sunrise
none	0		2022-03-30	E6	269	EZ	0	0.1	2	2700	0.089	sunrise
none	0		2022-03-30	E7	5144	EZ	0	0.1	1	2700	0.089	sunrise
none	0		2022-03-30	E8	5144	EZ	0	0.1	2	2700	0.09	sunrise
none	0		2022-03-30	E9	241	EZ	0	0.1	1	2700	0.095	sunrise
none	0		2022-03-30	E10	241	EZ	0	0.1	2	2700	0.093	sunrise
none	0		2022-03-30	E11	5146	EZ	0	0.1	1	2700	0.088	sunrise
none	0		2022-03-30	E12	5146	EZ	0	0.1	2	2700	0.087	sunrise
none	0		2022-03-30	F1	163	EZ	0	0.1	3	2700	0.112	sunrise
none	0		2022-03-30	F2	163	EZ	0	0.1	4	2700	0.117	sunrise
none	0		2022-03-30	F3	5142	EZ	0	0.1	3	2700	0.098	sunrise
none	0		2022-03-30	F4	5142	EZ	0	0.1	4	2700	0.098	sunrise
none	0		2022-03-30	F5	269	EZ	0	0.1	3	2700	0.091	sunrise
none	0		2022-03-30	F6	269	EZ	0	0.1	4	2700	0.158	sunrise
none	0		2022-03-30	F7	5144	EZ	0	0.1	3	2700	0.09	sunrise
none	0		2022-03-30	F8	5144	EZ	0	0.1	4	2700	0.096	sunrise
